76,390
96,272
185,285
87,226
199,251
99,142
207,159
108,65
244,77
310,55
330,162
308,161
408,42
447,96
484,124
547,140
632,161
698,184
723,124
790,86
828,64
827,62
743,23
685,58
579,42
565,80
648,95
588,273
518,259
541,510
589,409
446,235
361,254
493,373
445,439
510,522
57,61
64,40
219,420
503,317
349,389
225,348
